Forma;Lemma originale;Lemma corretto;Postag originale;Postag corretto;Tipo modifica
Θεμιστοκλῆς;['Θεμιστοκλῆς'];['Θεμιστοκλέης'];['n-s---mn-'];['n-s---mn-'];lemma
Θεοκλέα;['Θεοκλῆς'];['Θεοκλέης'];['n-s---ma-'];['n-s---ma-'];lemma
Θερμοπύλας;['Θερμοπύλαι', 'θερμοπύλαι'];['Θερμοπύλαι'];['n-p---fa-'];['n-p---fa-'];lemma
Θεσπιέων;['Θεσπίευς'];['Θεσπιεύς'];['n-p---mg-'];['n-p---mg-'];lemma
Θεσπιαῖς;['Θεσπίη'];['Θεσπιαί'];['n-p---fd-'];['n-p---fd-'];lemma
Θεσπιεῖς;['Θεσπίευς', 'Θεσπιεύς'];['Θεσπιεύς'];['n-p---ma-', 'n-p---mn-'];['n-p---ma-', 'n-p---mn-'];lemma
Θεσπιῶν;['θεσπίη'];['Θεσπιαί'];['n-p---fg-'];['n-p---fg-'];lemma
Θετταλίαν;['Θεσσαλία', 'Θεσσαλίη'];['Θεσσαλία'];['n-s---fa-'];['n-s---fa-'];lemma
Θετταλίας;['Θεσσαλία', 'Θεσσαλίη'];['Θεσσαλία'];['n-p---fa-', 'n-s---fg-'];['n-p---fa-', 'n-s---fg-'];lemma
Θετταλίδων;['Θεσσαλός'];['Θεσσαλίς'];['n-p---fg-'];['n-p---fg-'];lemma
Θετταλίᾳ;['Θεσσαλία', 'Θεσσαλίη'];['Θεσσαλία'];['n-s---fd-'];['n-s---fd-'];lemma
Θεόκλεια;['Θεόκλεα', 'Θεόκλεια'];['Θεόκλεια'];['n-s---fn-'];['n-s---fn-'];lemma
Θεόπομπος;['Θεόπομπος', 'θεόπομπος'];['Θεόπομπος'];['n-s---mn-'];['n-s---mn-'];lemma
Θηβαίων;['Θηβαῖος', 'Θῆβαι'];['Θηβαῖος'];['a-p---mg-', 'n-p---fg-', 'n-p---mg-'];['a-p---mg-', 'n-p---fg-', 'n-p---mg-'];lemma
Θουρίων;['Θούριοι'];['Θούριος'];['n-p---fg-'];['n-p---fg-'];lemma
Θράκης;['Θράκη'];['Θρᾴκη'];['n-s---fg-'];['n-s---fg-'];lemma
Θράκῃ;['Θράκη'];['Θρᾴκη'];['n-s---fd-'];['n-s---fd-'];lemma
Θρήικες;['Θρήϊξ'];['Θρᾷξ'];['n-p---mn-'];['n-p---mn-'];lemma
Θρήισσα;['Θρήισσος'];['Θρᾷσσα'];['a-s---fn-'];['a-s---fn-'];lemma
Θρασυδαίου;['Θρασυδαίος'];['Θρασύδαιος'];['n-s---mg-'];['n-s---mg-'];lemma
Θρασυδαίῳ;['Θρασυδαίος'];['Θρασύδαιος'];['n-s---md-'];['n-s---md-'];lemma
Θρασύβουλον;['Θρασυβούλος', 'Θρασύβουλος'];['Θρασύβουλος'];['n-s---ma-'];['n-s---ma-'];lemma
Θρασύβουλος;['Θρασυβούλος', 'Θρασύβουλος'];['Θρασύβουλος'];['n-s---mn-'];['n-s---mn-'];lemma
Θρηίκης;['Θρᾳκία'];['Θρᾴκη'];['n-s---fg-'];['n-s---fg-'];lemma
Θρηίκιος;['Θρῄκιος'];['Θρᾴκιος'];['a-s---mn-'];['a-s---mn-'];lemma
Θρηίκων;['Θρήϊξ'];['Θρᾷξ'];['n-p---mg-'];['n-p---mg-'];lemma
Θρᾲξ;['Θράκιος'];['Θρᾷξ'];['n-s---mn-'];['n-s---mn-'];lemma
Θρᾳκίας;['Θρᾳκία'];['Θρᾳκίας'];['n-s---fg-'];['n-s---fg-'];lemma
Θρᾳκίᾳ;['Θρᾳκία'];['Θρᾳκίας'];['n-s---fd-'];['n-s---fd-'];lemma
Θρᾳκῶν;['Θράκιος', 'Θρᾳκία', 'Θρᾷξ'];['Θρᾷξ'];['a-p---fg-', 'n-p---mg-'];['a-p---fg-', 'n-p---mg-'];lemma
Θρᾴκην;['Θρᾳκία', 'Θρᾴκη'];['Θρᾴκη'];['n-s---fa-'];['n-s---fa-'];lemma
Θρᾴκης;['Θρᾳκία', 'Θρᾴκη'];['Θρᾴκη'];['n-s---fg-'];['n-s---fg-'];lemma
Θρᾴκιον;['Θρᾷξ'];['Θρᾴκιος'];['a-s---na-', 'a-s---nn-'];['a-s---na-', 'a-s---nn-'];lemma
Θρᾴκιος;['Θράκιος'];['Θρᾴκιος'];['a-s---mn-'];['a-s---mn-'];lemma
Θρᾴκῃ;['Θρᾳκία'];['Θρᾴκη'];['n-s---fd-'];['n-s---fd-'];lemma
Θρᾴττης;['θρᾷττα'];['Θρᾷσσα'];['a-s---fg-', 'n-s---fg-'];['a-s---fg-', 'n-s---fg-'];lemma
Θρᾷκες;['Θράκιος', 'Θρᾷξ'];['Θρᾷξ'];['n-p---mn-'];['n-p---mn-'];lemma
Θυέστῃ;['Θυέστης', 'θυέστης'];['Θυέστης'];['n-s---md-'];['n-s---md-'];lemma
Θυμβράροις;['Θύμβραρος'];['Θύμβραρα'];['n-p----d-'];['n-p----d-'];lemma
Θυρρειεῦσιν;['Θυρρειεῦσιν'];['Θυρρειεύς'];['n-p---md-'];['n-p---md-'];lemma
Κάννας;['Κάννα'];['Κάνναι'];['n-p---fa-'];['n-p---fa-'];lemma
Κάρβωνος;['Κάρβων', 'κάρβων'];['Κάρβων'];['n-s---mg-'];['n-s---mg-'];lemma
Κέθηγός;['Κέθηγός'];['Κέθηγος'];['n-s---mn-'];['n-s---mn-'];lemma
Κήρυκας;['Κήρυξ'];['κῆρυξ'];['n-p---ma-'];['n-p---ma-'];lemma
Κίνναν;['Κίννας', 'κίννα'];['Κίννας'];['n-s---fa-', 'n-s---ma-'];['n-s---fa-', 'n-s---ma-'];lemma
Καείρης;['Κάρ'];['Κάειρα'];['n-s---fg-'];['n-s---fg-'];lemma
Καιήτῃ;['Καίητη'];['Καιήτη'];['n-s---fd-'];['n-s---fd-'];lemma
Καινῆς;['Καινή'];['καινός'];['n-s---fg-'];['n-s---fg-'];lemma
Καιρητανῶν;['Καιρητάνος'];['Καιρετανός'];['n-p---mg-'];['n-p---mg-'];lemma
Καισαρείᾳ;['Καισαρεία'];['Καισάρεια'];['n-s---fd-'];['n-s---fd-'];lemma
Καλάγυρον;['Κλάγυρος'];['Καλάγυρος'];['n-s---ma-'];['n-s---ma-'];lemma
Καλλία;['Καλλίης'];['Καλλίας'];['n-s---mv-'];['n-s---mv-'];lemma
Καλλίας;['Καλλίας', 'καλλίας'];['Καλλίας'];['n-s---mn-'];['n-s---mn-'];lemma
Καλλίου;['Καλλίας', 'Καλλίης'];['Καλλίας'];['n-s---mg-'];['n-s---mg-'];lemma
Καλλίᾳ;['Καλλίας', 'Καλλίης'];['Καλλίας'];['n-s---md-'];['n-s---md-'];lemma
Καλλιστίου;['Καλλιστράτιον'];['Καλλίστιον'];['n-s---fg-'];['n-s---fg-'];lemma
Καλλωνίδῃ;['Καλλωνίδη'];['Καλλωνίδης'];['n-s---fd-'];['n-s---fd-'];lemma
Καλχηδονίας;['Καλχηδόνια'];['Καλχηδόνιος'];['n-s---fg-'];['n-s---fg-'];lemma
Καλχηδόνα;['Καλκηδών', 'Χαλκηδών'];['Καλκηδών'];['n-p---na-', 'n-s---fa-', 'n-s---ma-'];['n-p---na-', 'n-s---fa-', 'n-s---ma-'];lemma
Καλχηδόνι;['Χαλκηδών'];['Καλχηδών'];['n-s---fd-', 'n-s---nd-'];['n-s---fd-', 'n-s---nd-'];lemma
Καλχηδόνος;['Καλκηδών', 'Χαλκηδών'];['Καλκηδών'];['n-s---fg-'];['n-s---fg-'];lemma
Καμίλλου;['Καμίλλος'];['Κάμιλλος'];['n-s---mg-'];['n-s---mg-'];lemma
Καμερτίων;['Καμερτίος'];['Καμέρτιοι'];['n-p---mg-'];['n-p---mg-'];lemma
Καμπανοὶ;['Καμπανοί'];['Καμπανός'];['n-p---mn-'];['n-p---mn-'];lemma
Καμπανοῖς;['Καμπανοί'];['Καμπανός'];['n-p---md-'];['n-p---md-'];lemma
Καμπανός;['Καμπανοί'];['Καμπανός'];['a-s---mn-'];['a-s---mn-'];lemma
Καμπανῶν;['Καμπανοί'];['Καμπανός'];['a-p---ng-', 'n-p---mg-'];['a-p---ng-', 'n-p---mg-'];lemma
Καντάβρων;['Καντάβρος'];['Κάνταβρος'];['n-p---mg-'];['n-p---mg-'];lemma
Κανὰ;['Κανὰ'];['Κανά'];['n-s---fa-'];['n-s---fa-'];lemma
Κανᾶ;['Κανᾶ'];['Κανά'];['n-s---fa-'];['n-s---fa-'];lemma
Καπιτωλίῳ;['Καπετώλιον', 'Καπιτώλιον'];['Καπετώλιον'];['n-s---nd-'];['n-s---nd-'];lemma
Καπιτώλιον;['Καπετώλιον', 'Καπιτώλιον'];['Καπετώλιον'];['n-s---na-', 'n-s---nn-'];['n-s---na-', 'n-s---nn-'];lemma
Καππαδόκαι;['Καππαδόκαι', 'Καππαδόκης'];['Καππαδόκαι'];['n-p---mn-'];['n-p---mn-'];lemma
Καππαδόκας;['Καππαδόκαι', 'Καππαδόκης'];['Καππαδόκαι'];['n-p---ma-'];['n-p---ma-'];lemma
Καππαδόκων;['Καππάδοξ'];['Καππαδόκαι'];['n-p---mg-'];['n-p---mg-'];lemma
Καπύας;['Καπύη'];['Κάπουα'];['n-p---fa-'];['n-p---fa-'];lemma
Καρίας;['Κάρια', 'Καρία'];['Καρία'];['n-s---fg-'];['n-s---fg-'];lemma
Καρίην;['Καρίη'];['Καρία'];['n-s---fa-'];['n-s---fa-'];lemma
Καρίῃ;['Καρίη'];['Καρία'];['n-s---fd-'];['n-s---fd-'];lemma
Καρβινατῶν;['Καρβινατῆς'];['Καρβινᾶται'];['n-p---mg-'];['n-p---mg-'];lemma
Καρδιηνοὶ;['Καρδιήνος'];['Καρδιηνός'];['n-p---mn-'];['n-p---mn-'];lemma
Καρδιηνοὺς;['Καρδιήνος'];['Καρδιηνός'];['n-p---ma-'];['n-p---ma-'];lemma
Καρδιηνοῖς;['Καρδιήνος'];['Καρδιηνός'];['n-p---md-'];['n-p---md-'];lemma
Καρδιηνῶν;['Καρδιήνος'];['Καρδιηνός'];['n-p---mg-'];['n-p---mg-'];lemma
Καρδιηνῷ;['Καρδιήνος'];['Καρδιηνός'];['n-s---md-'];['n-s---md-'];lemma
Καρμέντην;['Καρμέντη'];['Καρμέντα'];['n-s---fa-'];['n-s---fa-'];lemma
Καρμέντῃ;['Καρμέντη'];['Καρμέντα'];['n-s---fd-'];['n-s---fd-'];lemma
Καρμήλου;['Καρμήλον'];['Κάρμηλος'];['n-s---ng-'];['n-s---ng-'];lemma
Καρπητανοῖς;['Καρπητανός'];['Καρπητανοί'];['n-p---md-'];['n-p---md-'];lemma
Καρχηδονίοις;['Καρχηδόνιος', 'Καρχηδών'];['Καρχηδόνιος'];['a-p---md-', 'a-p---nd-', 'n-p---md-'];['a-p---md-', 'a-p---nd-', 'n-p---md-'];lemma
Καρχηδονίους;['Καρχηδόνιος', 'Καρχηδών'];['Καρχηδόνιος'];['a-p---ma-', 'n-p---ma-'];['a-p---ma-', 'n-p---ma-'];lemma
Καρχηδονίων;['Καρχηδόνιος', 'Καρχηδών'];['Καρχηδόνιος'];['a-p---fg-', 'n-p----g-', 'n-p---fg-', 'n-p---mg-'];['a-p---fg-', 'n-p----g-', 'n-p---fg-', 'n-p---mg-'];lemma
Καρχηδόνιοι;['Καρχηδόνιος', 'Καρχηδών'];['Καρχηδόνιος'];['n-p---mn-'];['n-p---mn-'];lemma
Καρχηδόνιον;['Καρχηδόνιος', 'Καρχηδών'];['Καρχηδόνιος'];['a-s---ma-'];['a-s---ma-'];lemma
Κασανδρεὺς;['Κασανδδρεύς'];['Κασανδρεύς'];['a-s---mn-'];['a-s---mn-'];lemma
Κασταλῶνα;['Κασταλῶνα'];['Κασταλών'];['n-s---ma-'];['n-s---ma-'];lemma
Καστορίωνος;['Καστοριων'];['Καστορίων'];['n-s---mg-'];['n-s---mg-'];lemma
Καστωλὸν;['Καστωλὸς'];['Καστωλός'];['n-s---ma-'];['n-s---ma-'];lemma
Καταλείπει;['καταλιμπάνω'];['καταλείπω'];['v3spia---'];['v3spia---'];lemma
Καταναίαν;['Καταναία'];['Καταναῖος'];['n-s---fa-'];['n-s---fa-'];lemma
Κατιδὼν;['κατεῖδον'];['καθοράω'];['v-sapamn-'];['v-sapamn-'];lemma
Καυκώνιον;['Καυκώνιον'];['Καυκώνιος'];['n-s---na-'];['n-s---na-'];lemma
Καυλωνιᾶται;['Καυλωνιᾶται'];['Καυλωνιάτης'];['n-p---mn-'];['n-p---mn-'];lemma
Κεγχρεῶν;['Κεγχρεαί'];['Κεγχρεά'];['n-p---fg-'];['n-p---fg-'];lemma
Κεκρυφάλειαν;['Κεκρυφαλεία'];['Κεκρυφάλεια'];['n-s---fa-'];['n-s---fa-'];lemma
Κελτιβήρων;['Κελτίβηρ', 'Κελτίβηρες'];['Κελτίβηρες'];['n-p---mg-'];['n-p---mg-'];lemma
Κελτούς;['Κελτοί'];['Κελτός'];['n-p---ma-'];['n-p---ma-'];lemma
Κελτοὶ;['Κελτοί'];['Κελτός'];['n-p---mn-'];['n-p---mn-'];lemma
Κελτοὺς;['Κελτοί', 'Κελτός'];['Κελτός'];['n-p---ma-'];['n-p---ma-'];lemma
Κελτοῖς;['Κελτοί'];['Κελτός'];['n-p---md-'];['n-p---md-'];lemma
Κελτῶν;['Κελτοί'];['Κελτός'];['n-p---mg-'];['n-p---mg-'];lemma
Κεραμεικοῦ;['κεραμεικός'];['Κεραμεικός'];['n-s---mg-'];['n-s---mg-'];lemma
Κεραμεικὸς;['κεραμεικός'];['Κεραμεικός'];['a-s---mn-'];['a-s---mn-'];lemma
Κερκυραίους;['Κερυκυραῖος'];['Κερκυραῖος'];['n-p---ma-'];['n-p---ma-'];lemma
Κερκυραῖοι;['Κερυκυραῖος'];['Κερκυραῖος'];['n-p---mn-'];['n-p---mn-'];lemma
Κερκώπων;['κέρκωψ'];['Κέρκωψ'];['n-p---mg-'];['n-p---mg-'];lemma
Κεφαλληνίας;['Κεφαλληνία', 'Κεφαλληνίη'];['Κεφαλληνία'];['n-p---fa-', 'n-s---fg-'];['n-p---fa-', 'n-s---fg-'];lemma
Κεῖος;['Κέως'];['Κεῖος'];['a-s---mn-'];['a-s---mn-'];lemma
Κηδῶν;['Κηδός'];['Κηδαί'];['n-p---mg-'];['n-p---mg-'];lemma
Κηνσωρίνου;['Κηνσωρίνος'];['Κηνσωρῖνος'];['n-s---mg-'];['n-s---mg-'];lemma
Κηφισῷ;['Κηφισσός'];['Κηφισός'];['n-s---md-'];['n-s---md-'];lemma
Κιλικίαν;['Κιλίκιa', 'Κιλίκια'];['Κιλικία'];['n-s---fa-'];['n-s---fa-'];lemma
Κινέας;['Κινέης'];['Κινέας'];['n-s---mn-'];['n-s---mn-'];lemma
Κιρραίοις;['Κιρραίοις'];['Κιρραῖος'];['n-s---mn-'];['n-s---mn-'];lemma
Κιτιέα;['Κιτιής'];['Κιτιεύς'];['n-s---ma-'];['n-s---ma-'];lemma
Κιχησίου;['Κιχησίος'];['Κιχησίας'];['n-s---mg-'];['n-s---mg-'];lemma
Κλεαγόρου;['Κλεαγόρος'];['Κλεαγόρας'];['n-s---mg-'];['n-s---mg-'];lemma
Κλεοπάτρα;['Κλεοπάτρη'];['Κλεοπάτρα'];['n-s---fn-'];['n-s---fn-'];lemma
Κλεοπάτραν;['Κλεοπάτρη'];['Κλεοπάτρα'];['n-s---fa-'];['n-s---fa-'];lemma
Κλεοπάτρας;['Κλεοπάτρη'];['Κλεοπάτρα'];['n-s---fg-'];['n-s---fg-'];lemma
Κλεοπάτρᾳ;['Κλεοπάτρη'];['Κλεοπάτρα'];['n-s---fd-'];['n-s---fd-'];lemma
Κλυταιμνήστρα;['Κλυταιμνήστρη'];['Κλυταιμνήστρα'];['n-s---fn-'];['n-s---fn-'];lemma
Κλώδιον;['ξλοδιυς'];['Κλώδιος'];['n-s---ma-'];['n-s---ma-'];lemma
Κνιδίη;['Κνιδίη'];['Κνίδιος'];['n-s---fn-'];['n-s---fn-'];lemma
Κνιδίης;['Κνιδίη'];['Κνίδιος'];['n-s---fg-'];['n-s---fg-'];lemma
Κοΐντιον;['Κοΐντιος'];['Κοίντιος'];['n-s---ma-'];['n-s---ma-'];lemma
Κοΐντου;['Κόϊντος'];['Κόιντος'];['n-s---mg-'];['n-s---mg-'];lemma
Κοΐντῳ;['Κόϊντος'];['Κόιντος'];['n-s---md-'];['n-s---md-'];lemma
Κοίλης;['Κοίλη', 'κοῖλος'];['Κοίλη'];['a-s---fg-', 'n-s---fg-'];['a-s---fg-', 'n-s---fg-'];lemma
Κοίντον;['Κοίντος'];['Κόιντος'];['n-s---ma-'];['n-s---ma-'];lemma
Κογκολιτάνῳ;['Κογκολίτανος'];['Κογκολιτάνος'];['n-s---md-'];['n-s---md-'];lemma
Κοθωκίδου;['Κοθωκίδος'];['Κοθωκίδης'];['n-s---mg-'];['n-s---mg-'];lemma
Κολλίναις;['Κολλίναι'];['Κολλῖνος'];['n-p---fd-'];['n-p---fd-'];lemma
Κολλίνας;['Κολλίνας'];['Κολλῖνος'];['n-p---fa-'];['n-p---fa-'];lemma
Κολοφωνίων;['Κολοφωνίος', 'Κολοφώνιος'];['Κολοφώνιος'];['n-p---mg-'];['n-p---mg-'];lemma
Κολοφωνιακῶν;['Κολοφωνιάκος'];['Κολοφωνιακός'];['a-p---mg-'];['a-p---mg-'];lemma
Κολωνάς;['Κολώναι'];['Κολωναί'];['n-p---fa-'];['n-p---fa-'];lemma
Κολωνὰς;['Κολώναι', 'Κολώνη'];['Κολωναί'];['n-p---fa-'];['n-p---fa-'];lemma
Κονίοις;['Κόνιος'];['Κόνιοι'];['n-p---md-'];['n-p---md-'];lemma
Κορέας;['Κορέαι'];['Κορέα'];['n-p---fa-'];['n-p---fa-'];lemma
Κορησσὸν;['Κορησσὸς'];['Κορησσός'];['n-s---ma-'];['n-s---ma-'];lemma
Κορνικλάνων;['Κορνίκλανος'];['Κορνικολανός'];['n-p---mg-'];['n-p---mg-'];lemma
Κορογκανίους;['Κορογκανίος'];['Κορογκάνιος'];['n-p---ma-'];['n-p---ma-'];lemma
Κορώνας;['κορώνη'];['Κορώνη'];['n-s---fg-'];['n-s---fg-'];lemma
Κορώνη;['Κορώνη', 'κορώνη'];['Κορώνη'];['n-s---fn-'];['n-s---fn-'];lemma
Κορώνης;['κορώνη'];['Κορώνη'];['n-s---fg-'];['n-s---fg-'];lemma
Κοσσύφας;['Κοσσύφα'];['Κοσσύφη'];['n-s---fg-'];['n-s---fg-'];lemma
Κουρίδι;['κουρίς'];['Κουρίς'];['n-s---fd-'];['n-s---fd-'];lemma
Κοϊντίας;['Κοϊντία'];['Κυΐνκτιος'];['n-s---fg-'];['n-s---fg-'];lemma
Κοϊντίου;['Κοΐντιος'];['Κυΐνκτιος'];['n-s---mg-'];['n-s---mg-'];lemma
Κράθιος;['Κράθις'];['Κρᾶθις'];['n-s---mg-'];['n-s---mg-'];lemma
Κρήτην;['Κρήτη', 'κρήτη'];['Κρήτη'];['n-s---fa-'];['n-s---fa-'];lemma
Κρήτης;['Κρήτη', 'κρήτη'];['Κρήτη'];['n-s---fg-'];['n-s---fg-'];lemma
Κρήτῃ;['Κρήτη', 'κρήτη'];['Κρήτη'];['n-s---fd-'];['n-s---fd-'];lemma
Κρανείῳ;['κράνειον'];['Κράνειον'];['n-s---nd-'];['n-s---nd-'];lemma
Κρεοφύλου;['Κρεοφύλος'];['Κρεόφυλος'];['n-s---mg-'];['n-s---mg-'];lemma
Κρηστῶνα;['Κρηστῶνος'];['Κρήστων'];['n-p---nd-'];['n-p---nd-'];lemma
Κρητῶν;['Κρής', 'κρήτη'];['Κρής'];['n-p---fg-', 'n-p---mg-'];['n-p---fg-', 'n-p---mg-'];lemma
Κρισαικὸς;['Κρισαικὸς'];['Κρισαικός'];['a-s---mns'];['a-s---mns'];lemma
Κριτία;['Κριτίης'];['Κριτίας'];['n-s---mv-'];['n-s---mv-'];lemma
Κριτίαι;['Κριτίης'];['Κριτίας'];['n-p---mn-'];['n-p---mn-'];lemma
Κριτίαν;['Κριτίης'];['Κριτίας'];['n-s---ma-'];['n-s---ma-'];lemma
Κριτίᾳ;['Κριτίας', 'Κριτίης'];['Κριτίας'];['n-s---md-'];['n-s---md-'];lemma
Κροτωνιατῶν;['Κροτωνιάτης', 'Κρότων'];['Κροτωνιάτης'];['n-p---mg-'];['n-p---mg-'];lemma
Κροτωνιᾶται;['Κρότων'];['Κροτωνιάτης'];['n-p---mn-'];['n-p---mn-'];lemma
Κροτωνιῆται;['Κροτωνιήτης'];['Κροτωνιάτης'];['n-p---mn-'];['n-p---mn-'];lemma
Κρουσαῖοι;['Κρουσαίος'];['Κρουσαῖος'];['n-p---mn-'];['n-p---mn-'];lemma
Κρωβύλος;['κρωβύλος'];['Κρώβυλος'];['n-s---mn-'];['n-s---mn-'];lemma
Κρόνος;['Κρόνος', 'κρόνος'];['Κρόνος'];['n-s---mn-'];['n-s---mn-'];lemma
Κρόνου;['Κρόνος', 'κρόνος'];['Κρόνος'];['n-s---mg-'];['n-s---mg-'];lemma
Κτησίας;['Κτήσιας', 'Κτησίας'];['Κτησίης'];['n-p---ma-', 'n-s---mn-'];['n-p---ma-', 'n-s---mn-'];lemma
Κτησίους;['Κτήσιος'];['Κτησίος'];['n-p---ma-'];['n-p---ma-'];lemma
Κτησικλέους;['Κτησικλῆς'];['Κτησικλέης'];['n-s---mg-'];['n-s---mg-'];lemma
Κυανέων;['Κυάνεος'];['Κυανέαι'];['n-p---mg-'];['n-p---mg-'];lemma
Κυαξάρεω;['Κυαξάρας'];['Κυαξάρης'];['n-s---mg-'];['n-s---mg-'];lemma
Κυαξάρης;['Κυαξάρας', 'Κυαξάρης'];['Κυαξάρης'];['n-p---ma-', 'n-p---mn-', 'n-s---mn-'];['n-p---ma-', 'n-p---mn-', 'n-s---mn-'];lemma
Κυαξάρῃ;['Κυαξάρας', 'Κυαξάρης'];['Κυαξάρης'];['n-s---md-'];['n-s---md-'];lemma
Κυδαντίδῃ;['Κυδαντίδη'];['Κυδαντίδης'];['n-s---fd-'];['n-s---fd-'];lemma
Κυζικηνοί;['κυζικηνός'];['Κυζικηνός'];['a-p---mn-'];['a-p---mn-'];lemma
Κυζικηνοὶ;['Κυζικηνός', 'Κύζικος'];['Κυζικηνός'];['n-p---mn-'];['n-p---mn-'];lemma
Κυζικηνός;['Κύζικος'];['Κυζικηνός'];['a-s---mn-'];['a-s---mn-'];lemma
Κυζικηνῶν;['Κυζικηνός', 'Κύζικος'];['Κυζικηνός'];['n-p---mg-'];['n-p---mg-'];lemma
Κυιντιλίου;['Κυιντιλίος'];['Κυιντίλιος'];['n-s---mg-'];['n-s---mg-'];lemma
Κυμαικά;['Κυμαίκος'];['Κυμαικός'];['a-p---na-'];['a-p---na-'];lemma
Κυναγίδι;['Κυναγίδας'];['Κυναγίς'];['n-s---fd-'];['n-s---fd-'];lemma
Κυνὸς;['Κυνός'];['κύων'];['n-s---mn-'];['n-s---mn-'];lemma
Κυπρίους;['Κυπρίους', 'Κύπριος'];['Κύπριος'];['n-p---ma-'];['n-p---ma-'];lemma
Κυψέλου;['Κύψελος', 'κύψελος'];['Κύψελος'];['n-s---mg-'];['n-s---mg-'];lemma
Κωλαιὸν;['Κωλαιὸν'];['Κωλαιός'];['n-s---na-'];['n-s---na-'];lemma
Κωνσουάλια;['Κωνσουάλιον'];['Κωνσουάλια'];['n-p---na-'];['n-p---na-'];lemma
Κόιντον;['Κόιντος', 'Κόϊντος'];['Κόιντος'];['n-s---ma-'];['n-s---ma-'];lemma
Κόιντος;['Κόιντος', 'Κόϊντος'];['Κόιντος'];['n-s---mn-'];['n-s---mn-'];lemma
Κόιντός;['Κόιντος', 'Κόϊντος'];['Κόιντος'];['n-s---mn-'];['n-s---mn-'];lemma
Κόρην;['Κόρα'];['Κόρη'];['n-s---fa-'];['n-s---fa-'];lemma
Κόρης;['Κόρα'];['Κόρη'];['n-s---fg-'];['n-s---fg-'];lemma
Κόρητον;['Κόρητον'];['Κόρητος'];['n-s---na-'];['n-s---na-'];lemma
Κόρσην;['κόρσης'];['Κόρσης'];['n-s---ma-'];['n-s---ma-'];lemma
Κύπρον;['Κύπρος', 'κύπρος'];['Κύπρος'];['n-s---fa-'];['n-s---fa-'];lemma
Κύπρου;['Κύπρος', 'κύπρος'];['Κύπρος'];['n-s---fg-'];['n-s---fg-'];lemma
Κύπρῳ;['Κύπρος', 'κύπρος'];['Κύπρος'];['n-s---fd-'];['n-s---fd-'];lemma
Κύρνον;['Κύρνος', 'κύρνος'];['Κύρνος'];['n-s---fa-', 'n-s---ma-'];['n-s---fa-', 'n-s---ma-'];lemma
